"tx_id","itemset"
"tt1135300-2","Sci-Fi"
"tt3079768-1","Action"
"tt3079768-1","Fantasy"
"tt3079768-2","Action"
"tt3079768-2","Fantasy"
"tt1606375-1","Romance"
"tt1606375-2","Romance"
"tt1606375-3","Romance"
"tt1606375-4","Romance"
"tt1606375-5","Romance"
"tt1606375-6","Romance"
"tt0103405-1","Family"
"tt0103405-1","Western"
"tt2296682-1","Horror"
"tt2296682-1","Romance"
"tt1280822-1","Comedy"
"tt1280822-3","Comedy"
"tt1280822-4","Comedy"
"tt1280822-5","Comedy"
"tt0142032-1","Adventure"
"tt0142032-1","Fantasy"
"tt0108757-1","Romance"
"tt0108757-2","Romance"
"tt0108757-3","Romance"
"tt0108757-4","Romance"
"tt0108757-5","Romance"
"tt0108757-6","Romance"
"tt0108757-7","Romance"
"tt0108757-8","Romance"
"tt0108757-9","Romance"
"tt0108757-10","Romance"
"tt0108757-11","Romance"
"tt0108757-12","Romance"
"tt0108757-13","Romance"
"tt0108757-14","Romance"
"tt0108757-15","Romance"
"tt0115161-1","Crime"
"tt0115161-1","Romance"
"tt0866442-1","Comedy"
"tt0866442-1","Sport"
"tt0866442-2","Comedy"
"tt0866442-2","Sport"
"tt0866442-3","Comedy"
"tt0866442-3","Sport"
"tt0866442-4","Comedy"
"tt0866442-4","Sport"
"tt1402376-1","Fantasy"
"tt0247091-1","Comedy"
"tt0101088-1","Adventure"
"tt0101088-1","Comedy"
"tt6692188-1","Crime"
"tt6692188-2","Crime"
"tt2191671-1","Crime"
"tt2191671-1","Mystery"
"tt2191671-2","Crime"
"tt2191671-2","Mystery"
"tt2191671-3","Crime"
"tt2191671-3","Mystery"
"tt2191671-4","Crime"
"tt2191671-4","Mystery"
"tt2191671-5","Crime"
"tt2191671-5","Mystery"
"tt2191671-6","Crime"
"tt2191671-6","Mystery"
"tt1118697-1","Crime"
"tt1118697-1","Mystery"
"tt0892535-1","Comedy"
"tt0892535-1","Fantasy"
"tt0465326-1","Biography"
"tt0465326-1","History"
"tt3579018-1","Adventure"
"tt3579018-1","Fantasy"
"tt1366312-1","Comedy"
"tt1366312-1","Romance"
"tt3228904-1","Music"
"tt3228904-2","Music"
"tt3228904-3","Music"
"tt3228904-4","Music"
"tt1509004-1","Comedy"
"tt1509004-2","Comedy"
"tt0387199-1","Comedy"
"tt0387199-2","Comedy"
"tt0387199-3","Comedy"
"tt0387199-4","Comedy"
"tt0387199-5","Comedy"
"tt0387199-6","Comedy"
"tt0387199-7","Comedy"
"tt0387199-8","Comedy"
"tt5249462-1","Animation"
"tt5249462-1","Fantasy"
"tt0796264-1","Adventure"
"tt0796264-1","Comedy"
"tt0796264-2","Adventure"
"tt0796264-2","Comedy"
"tt0796264-3","Adventure"
"tt0796264-3","Comedy"
"tt0796264-4","Adventure"
"tt0796264-4","Comedy"
"tt0796264-5","Adventure"
"tt0796264-5","Comedy"
"tt3155320-1","Sci-Fi"
"tt3155320-1","Thriller"
"tt3155320-2","Sci-Fi"
"tt3155320-2","Thriller"
"tt3186162-1","Crime"
"tt3186162-1","Mystery"
"tt4326894-1","Animation"
"tt4326894-1","Comedy"
"tt4326894-2","Animation"
"tt4326894-2","Comedy"
"tt7491982-1","Crime"
"tt7491982-1","Mystery"
"tt1586676-1","Comedy"
"tt3127020-1","Comedy"
"tt3127020-1","Romance"
"tt3127020-2","Comedy"
"tt3127020-2","Romance"
"tt3127020-3","Comedy"
"tt3127020-3","Romance"
"tt1462059-1","Action"
"tt1462059-1","Adventure"
"tt1462059-2","Action"
"tt1462059-2","Adventure"
"tt1462059-3","Action"
"tt1462059-3","Adventure"
"tt1462059-4","Action"
"tt1462059-4","Adventure"
"tt1462059-5","Action"
"tt1462059-5","Adventure"
"tt4520992-1","Mystery"
"tt4520992-1","Sci-Fi"
"tt4578474-1","Romance"
"tt2802850-1","Crime"
"tt2802850-1","Thriller"
"tt2802850-2","Crime"
"tt2802850-2","Thriller"
"tt2802850-3","Crime"
"tt2802850-3","Thriller"
"tt0187636-1","Adventure"
"tt0187636-1","Sci-Fi"
"tt0187636-2","Adventure"
"tt0187636-2","Sci-Fi"
"tt0187636-3","Adventure"
"tt0187636-3","Sci-Fi"
"tt0187636-4","Adventure"
"tt0187636-4","Sci-Fi"
"tt3743822-1","Horror"
"tt3743822-1","Sci-Fi"
"tt3743822-2","Horror"
"tt3743822-2","Sci-Fi"
"tt3743822-3","Horror"
"tt3743822-3","Sci-Fi"
"tt3743822-4","Horror"
"tt3743822-4","Sci-Fi"
"tt5095238-1","Horror"
"tt5095238-1","Sci-Fi"
"tt5973164-1","Crime"
"tt5973164-1","Mystery"
"tt5363766-1","Crime"
"tt0134247-1","Romance"
"tt1984119-1","Biography"
"tt0303461-1","Adventure"
"tt0303461-1","Sci-Fi"
"tt4973548-1","Comedy"
"tt4973548-2","Comedy"
"tt0959086-1","Action"
"tt0959086-1","Adventure"
"tt1441135-1","Mystery"
"tt1441135-1","Sci-Fi"
"tt3487382-1","Crime"
"tt3487382-1","Fantasy"
"tt0193676-1","Comedy"
"tt5531470-1","Fantasy"
"tt5531470-1","Mystery"
"tt0758745-1","Sport"
"tt0758745-2","Sport"
"tt0758745-3","Sport"
"tt0758745-4","Sport"
"tt0758745-5","Sport"
"tt5565334-1","Comedy"
"tt1119644-1","Mystery"
"tt1119644-1","Sci-Fi"
"tt1119644-2","Mystery"
"tt1119644-2","Sci-Fi"
"tt1119644-3","Mystery"
"tt1119644-3","Sci-Fi"
"tt1119644-4","Mystery"
"tt1119644-4","Sci-Fi"
"tt1119644-5","Mystery"
"tt1119644-5","Sci-Fi"
"tt0120570-1","Action"
"tt0120570-1","History"
"tt0092359-3","Comedy"
"tt0092359-3","Family"
"tt0092359-4","Comedy"
"tt0092359-4","Family"
"tt0092359-5","Comedy"
"tt0092359-5","Family"
"tt0092359-6","Comedy"
"tt0092359-6","Family"
"tt0092359-7","Comedy"
"tt0092359-7","Family"
"tt0092359-8","Comedy"
"tt0092359-8","Family"
"tt5770786-1","Comedy"
"tt5770786-1","Sport"
"tt5770786-2","Comedy"
"tt5770786-2","Sport"
"tt0944947-1","Action"
"tt0944947-1","Adventure"
"tt0944947-2","Action"
"tt0944947-2","Adventure"
"tt0944947-3","Action"
"tt0944947-3","Adventure"
"tt0944947-4","Action"
"tt0944947-4","Adventure"
"tt0944947-5","Action"
"tt0944947-5","Adventure"
"tt0944947-6","Action"
"tt0944947-6","Adventure"
"tt0944947-7","Action"
"tt0944947-7","Adventure"
"tt2719784-1","Action"
"tt2719784-1","Crime"
"tt0995832-1","War"
"tt1883092-1","Action"
"tt1883092-1","History"
"tt5673782-1","Biography"
"tt5673782-1","History"
"tt5673782-2","Biography"
"tt5673782-2","History"
"tt6856484-1","Fantasy"
"tt6856484-1","Horror"
"tt0460644-1","Fantasy"
"tt0460644-2","Fantasy"
"tt0460644-3","Fantasy"
"tt0460644-4","Fantasy"
"tt0460644-5","Fantasy"
"tt5909930-1","Fantasy"
"tt5909930-1","Horror"
"tt0238784-1","Comedy"
"tt0238784-2","Comedy"
"tt0238784-3","Comedy"
"tt0238784-4","Comedy"
"tt0238784-5","Comedy"
"tt0238784-6","Comedy"
"tt0238784-7","Comedy"
"tt5435008-1","Comedy"
"tt2543796-1","Comedy"
"tt2543796-1","Family"
"tt2543796-2","Comedy"
"tt2543796-2","Family"
"tt2543796-3","Comedy"
"tt2543796-3","Family"
"tt1723816-1","Comedy"
"tt1723816-2","Comedy"
"tt1723816-3","Comedy"
"tt1723816-4","Comedy"
"tt1723816-5","Comedy"
"tt1723816-6","Comedy"
"tt1327801-1","Comedy"
"tt1327801-1","Music"
"tt1327801-2","Comedy"
"tt1327801-2","Music"
"tt1327801-3","Comedy"
"tt1327801-3","Music"
"tt1327801-4","Comedy"
"tt1327801-4","Music"
"tt1327801-5","Comedy"
"tt1327801-5","Music"
"tt1327801-6","Comedy"
"tt1327801-6","Music"
"tt7948998-1","Comedy"
"tt5516154-1","Western"
"tt2049116-1","Crime"
"tt2049116-1","Thriller"
"tt2049116-2","Crime"
"tt2049116-2","Thriller"
"tt2049116-3","Crime"
"tt2049116-3","Thriller"
"tt4855114-1","Crime"
"tt4855114-1","Mystery"
"tt4855114-2","Crime"
"tt4855114-2","Mystery"
"tt6474378-1","Comedy"
"tt6474378-1","Crime"
"tt1415889-1","Comedy"
"tt1415889-1","Family"
"tt1415889-4","Comedy"
"tt1415889-4","Family"
"tt3906732-1","Comedy"
"tt3906732-1","Fantasy"
"tt3906732-2","Comedy"
"tt3906732-2","Fantasy"
"tt3906732-3","Comedy"
"tt3906732-3","Fantasy"
"tt3906732-4","Comedy"
"tt3906732-4","Fantasy"
"tt0397442-1","Romance"
"tt0397442-2","Romance"
"tt0397442-3","Romance"
"tt0397442-4","Romance"
"tt0397442-5","Romance"
"tt0397442-6","Romance"
"tt3749900-1","Action"
"tt3749900-1","Crime"
"tt3749900-2","Action"
"tt3749900-2","Crime"
"tt3749900-3","Action"
"tt3749900-3","Crime"
"tt3749900-4","Action"
"tt3749900-4","Crime"
"tt2393813-1","Action"
"tt2393813-1","Crime"
"tt2393813-2","Action"
"tt2393813-2","Crime"
"tt2393813-3","Action"
"tt2393813-3","Crime"
"tt0976014-1","Comedy"
"tt0976014-4","Comedy"
"tt0413573-1","Romance"
"tt0413573-2","Romance"
"tt0413573-3","Romance"
"tt0413573-4","Romance"
"tt0413573-5","Romance"
"tt0413573-6","Romance"
"tt0413573-7","Romance"
"tt0413573-8","Romance"
"tt0413573-9","Romance"
"tt0413573-10","Romance"
"tt0413573-11","Romance"
"tt0413573-12","Romance"
"tt0413573-13","Romance"
"tt0413573-14","Romance"
"tt0413573-15","Romance"
"tt1830617-1","Fantasy"
"tt1830617-1","Horror"
"tt1830617-2","Fantasy"
"tt1830617-2","Horror"
"tt1830617-3","Fantasy"
"tt1830617-3","Horror"
"tt1830617-4","Fantasy"
"tt1830617-4","Horror"
"tt1830617-5","Fantasy"
"tt1830617-5","Horror"
"tt1830617-6","Fantasy"
"tt1830617-6","Horror"
"tt6128262-1","History"
"tt5503718-1","Thriller"
"tt3973768-1","Crime"
"tt3973768-2","Crime"
"tt2243973-1","Crime"
"tt2243973-1","Horror"
"tt2243973-2","Crime"
"tt2243973-2","Horror"
"tt2243973-3","Crime"
"tt2243973-3","Horror"
"tt3729898-1","Crime"
"tt3729898-1","Thriller"
"tt3729898-2","Crime"
"tt3729898-2","Thriller"
"tt3095080-1","Comedy"
"tt1232320-1","Horror"
"tt1232320-1","Mystery"
"tt1582453-1","Comedy"
"tt1582453-1","Crime"
"tt1832979-1","Comedy"
"tt1832979-1","Romance"
"tt1832979-2","Comedy"
"tt1832979-2","Romance"
"tt1832979-3","Comedy"
"tt1832979-3","Romance"
"tt1832979-4","Comedy"
"tt1832979-4","Romance"
"tt5467814-1","Comedy"
"tt5467814-1","Romance"
"tt1985443-1","History"
"tt1985443-1","Romance"
"tt1600194-1","Action"
"tt1600194-1","Crime"
"tt1600194-2","Action"
"tt1600194-2","Crime"
"tt1600194-3","Action"
"tt1600194-3","Crime"
"tt1600194-4","Action"
"tt1600194-4","Crime"
"tt1600194-5","Action"
"tt1600194-5","Crime"
"tt1600194-6","Action"
"tt1600194-6","Crime"
"tt1600194-7","Action"
"tt1600194-7","Crime"
"tt1600194-8","Action"
"tt1600194-8","Crime"
"tt1600194-9","Action"
"tt1600194-9","Crime"
"tt4481266-1","Comedy"
"tt4481266-1","Romance"
"tt1094229-1","Family"
"tt1094229-4","Family"
"tt1094229-5","Family"
"tt1596356-1","Comedy"
"tt0111999-1","Action"
"tt0111999-1","Adventure"
"tt0111999-2","Action"
"tt0111999-2","Adventure"
"tt0111999-3","Action"
"tt0111999-3","Adventure"
"tt0111999-4","Action"
"tt0111999-4","Adventure"
"tt0111999-5","Action"
"tt0111999-5","Adventure"
"tt0111999-6","Action"
"tt0111999-6","Adventure"
"tt5923012-1","Comedy"
"tt0813715-1","Fantasy"
"tt0813715-1","Sci-Fi"
"tt0813715-2","Fantasy"
"tt0813715-2","Sci-Fi"
"tt0813715-3","Fantasy"
"tt0813715-3","Sci-Fi"
"tt0813715-4","Fantasy"
"tt0813715-4","Sci-Fi"
"tt3556944-1","Fantasy"
"tt3556944-1","Sci-Fi"
"tt1441589-1","Documentary"
"tt0115200-1","Animation"
"tt0115200-1","Comedy"
"tt0115200-5","Animation"
"tt0115200-5","Comedy"
"tt6078096-1","Comedy"
"tt6078096-2","Comedy"
"tt1796960-1","Crime"
"tt1796960-1","Mystery"
"tt1796960-2","Crime"
"tt1796960-2","Mystery"
"tt1796960-3","Crime"
"tt1796960-3","Mystery"
"tt1796960-4","Crime"
"tt1796960-4","Mystery"
"tt1796960-5","Crime"
"tt1796960-5","Mystery"
"tt1796960-6","Crime"
"tt1796960-6","Mystery"
"tt1796960-7","Crime"
"tt1796960-7","Mystery"
"tt0106028-1","Crime"
"tt0106028-1","Mystery"
"tt0106028-2","Crime"
"tt0106028-2","Mystery"
"tt0106028-3","Crime"
"tt0106028-3","Mystery"
"tt0106028-4","Crime"
"tt0106028-4","Mystery"
"tt0106028-6","Crime"
"tt0106028-6","Mystery"
"tt5425186-1","Comedy"
"tt2647258-1","Mystery"
"tt2647258-1","Thriller"
"tt3543082-1","Crime"
"tt3543082-1","Mystery"
"tt0106029-1","Mystery"
"tt3132738-1","Biography"
"tt0412142-1","Mystery"
"tt0412142-2","Mystery"
"tt0412142-3","Mystery"
"tt0412142-4","Mystery"
"tt0412142-5","Mystery"
"tt0412142-6","Mystery"
"tt0412142-7","Mystery"
"tt0412142-8","Mystery"
"tt1797404-1","Comedy"
"tt1797404-2","Comedy"
"tt1797404-3","Comedy"
"tt1797404-4","Comedy"
"tt1797404-5","Comedy"
"tt3205802-1","Crime"
"tt3205802-1","Mystery"
"tt3205802-2","Crime"
"tt3205802-2","Mystery"
"tt3205802-3","Crime"
"tt3205802-3","Mystery"
"tt3205802-4","Crime"
"tt3205802-4","Mystery"
"tt3205802-5","Crime"
"tt3205802-5","Mystery"
"tt1299365-1","Comedy"
"tt1299365-2","Comedy"
"tt0409570-1","Comedy"
"tt1229413-1","Comedy"
"tt1229413-2","Comedy"
"tt1229413-3","Comedy"
"tt4983204-1","Crime"
"tt4983204-1","Sci-Fi"
"tt0379632-1","Crime"
"tt0379632-1","Mystery"
"tt0379632-2","Crime"
"tt0379632-2","Mystery"
"tt0379632-3","Crime"
"tt0379632-3","Mystery"
"tt0379632-4","Crime"
"tt0379632-4","Mystery"
"tt0379632-5","Crime"
"tt0379632-5","Mystery"
"tt0379632-8","Crime"
"tt0379632-8","Mystery"
"tt3973808-1","Mystery"
"tt4938700-1","Comedy"
"tt0920489-1","Crime"
"tt0920489-1","Mystery"
"tt0920489-2","Crime"
"tt0920489-2","Mystery"
"tt0920489-4","Crime"
"tt0920489-4","Mystery"
"tt0920489-3","Crime"
"tt0920489-3","Mystery"
"tt0920489-9","Crime"
"tt0920489-9","Mystery"
"tt5212822-1","Comedy"
"tt5212822-1","Mystery"
"tt0935095-1","Crime"
"tt0935095-1","Mystery"
"tt5729304-1","Crime"
"tt5729304-1","Mystery"
"tt4118466-1","Crime"
"tt4118466-1","Sci-Fi"
"tt5963958-1","Crime"
"tt5963958-1","Mystery"
"tt6487482-1","Comedy"
"tt6487482-1","Thriller"
"tt0874608-1","Crime"
"tt0874608-1","Mystery"
"tt0874608-2","Crime"
"tt0874608-2","Mystery"
"tt0874608-3","Crime"
"tt0874608-3","Mystery"
"tt0874608-4","Crime"
"tt0874608-4","Mystery"
"tt0874608-5","Crime"
"tt0874608-5","Mystery"
"tt0874608-6","Crime"
"tt0874608-6","Mystery"
"tt0874608-7","Crime"
"tt0874608-7","Mystery"
"tt0874608-8","Crime"
"tt0874608-8","Mystery"
"tt0874608-9","Crime"
"tt0874608-9","Mystery"
"tt4124758-1","Crime"
"tt4124758-1","Mystery"
"tt2693776-1","Action"
"tt2693776-1","Sci-Fi"
"tt3865236-1","Action"
"tt3865236-1","Adventure"
"tt3865236-2","Action"
"tt3865236-2","Adventure"
"tt3865236-3","Action"
"tt3865236-3","Adventure"
"tt0409572-1","Adventure"
"tt0409572-1","History"
"tt0460651-1","Horror"
"tt0460651-1","Mystery"
"tt0112022-1","Action"
"tt0112022-1","Crime"
"tt0112022-2","Action"
"tt0112022-2","Crime"
"tt0112022-3","Action"
"tt0112022-3","Crime"
"tt0112022-8","Action"
"tt0112022-8","Crime"
"tt0112022-10","Action"
"tt0112022-10","Crime"
"tt0780362-1","Romance"
"tt6682754-1","Action"
"tt6682754-1","Comedy"
"tt0805663-1","Action"
"tt0805663-1","Mystery"
"tt0805663-2","Action"
"tt0805663-2","Mystery"
"tt2357547-1","Action"
"tt2357547-1","Crime"
"tt2357547-2","Action"
"tt2357547-2","Crime"
"tt0472027-1","Biography"
"tt0472027-1","History"
"tt0320038-1","Mystery"
"tt0320038-1","Sci-Fi"
"tt1489428-1","Action"
"tt1489428-1","Crime"
"tt1489428-2","Action"
"tt1489428-2","Crime"
"tt1489428-3","Action"
"tt1489428-3","Crime"
"tt1489428-4","Action"
"tt1489428-4","Crime"
"tt1489428-5","Action"
"tt1489428-5","Crime"
"tt1489428-6","Action"
"tt1489428-6","Crime"
"tt0364823-1","Crime"
"tt1086761-1","Reality-TV"
"tt1086761-6","Reality-TV"
"tt6474174-1","Comedy"
"tt6474174-1","Fantasy"
"tt7375404-1","Comedy"
"tt2657258-1","Western"
"tt7016936-1","Thriller"
"tt2402129-1","Crime"
"tt0118375-1","Animation"
"tt0118375-1","Comedy"
"tt0118375-2","Animation"
"tt0118375-2","Comedy"
"tt0118375-3","Animation"
"tt0118375-3","Comedy"
"tt0118375-4","Animation"
"tt0118375-4","Comedy"
"tt0118375-5","Animation"
"tt0118375-5","Comedy"
"tt0118375-6","Animation"
"tt0118375-6","Comedy"
"tt0118375-7","Animation"
"tt0118375-7","Comedy"
"tt0118375-8","Animation"
"tt0118375-8","Comedy"
"tt0118375-9","Animation"
"tt0118375-9","Comedy"
"tt0118375-10","Animation"
"tt0118375-10","Comedy"
"tt0118375-11","Animation"
"tt0118375-11","Comedy"
"tt0118375-12","Animation"
"tt0118375-12","Comedy"
"tt0118375-13","Animation"
"tt0118375-13","Comedy"
"tt0324864-1","Fantasy"
"tt0324864-1","Horror"
"tt1137462-1","Sci-Fi"
"tt2761630-1","Adventure"
"tt2761630-1","Western"
"tt4555364-1","Action"
"tt4555364-1","Adventure"
"tt0439375-1","Crime"
"tt0439375-1","Mystery"
"tt4276624-1","Action"
"tt4276624-1","Adventure"
"tt0756509-1","Mystery"
"tt0756509-1","Romance"
"tt0756509-2","Mystery"
"tt0756509-2","Romance"
"tt0756509-3","Mystery"
"tt0756509-3","Romance"
"tt6560040-1","Crime"
"tt1866570-1","Adventure"
"tt1866570-1","Fantasy"
"tt0364828-1","Crime"
"tt0364828-2","Crime"
"tt0364828-3","Crime"
"tt0364828-4","Crime"
"tt0364828-5","Crime"
"tt2172103-1","Action"
"tt2172103-1","Mystery"
"tt0098844-1","Crime"
"tt0098844-1","Mystery"
"tt0098844-2","Crime"
"tt0098844-2","Mystery"
"tt0098844-3","Crime"
"tt0098844-3","Mystery"
"tt0098844-4","Crime"
"tt0098844-4","Mystery"
"tt0098844-5","Crime"
"tt0098844-5","Mystery"
"tt0098844-6","Crime"
"tt0098844-6","Mystery"
"tt0098844-7","Crime"
"tt0098844-7","Mystery"
"tt0098844-8","Crime"
"tt0098844-8","Mystery"
"tt0098844-9","Crime"
"tt0098844-9","Mystery"
"tt0098844-10","Crime"
"tt0098844-10","Mystery"
"tt0098844-11","Crime"
"tt0098844-11","Mystery"
"tt0098844-12","Crime"
"tt0098844-12","Mystery"
"tt0098844-13","Crime"
"tt0098844-13","Mystery"
"tt0098844-14","Crime"
"tt0098844-14","Mystery"
"tt0098844-15","Crime"
"tt0098844-15","Mystery"
"tt0098844-16","Crime"
"tt0098844-16","Mystery"
"tt0098844-17","Crime"
"tt0098844-17","Mystery"
"tt0098844-18","Crime"
"tt0098844-18","Mystery"
"tt0098844-19","Crime"
"tt0098844-19","Mystery"
"tt0098844-20","Crime"
"tt0098844-20","Mystery"
"tt6110318-1","Crime"
"tt6110318-1","Mystery"
"tt0275140-1","Crime"
"tt0275140-1","Mystery"
"tt0275140-2","Crime"
"tt0275140-2","Mystery"
"tt0275140-3","Crime"
"tt0275140-3","Mystery"
"tt0275140-4","Crime"
"tt0275140-4","Mystery"
"tt0275140-5","Crime"
"tt0275140-5","Mystery"
"tt0275140-6","Crime"
"tt0275140-6","Mystery"
"tt0275140-7","Crime"
"tt0275140-7","Mystery"
"tt0275140-8","Crime"
"tt0275140-8","Mystery"
"tt0275140-9","Crime"
"tt0275140-9","Mystery"
"tt0275140-10","Crime"
"tt0275140-10","Mystery"
"tt1657081-1","Crime"
"tt1657081-1","Mystery"
"tt0203259-1","Crime"
"tt0203259-1","Mystery"
"tt0203259-2","Crime"
"tt0203259-2","Mystery"
"tt0203259-3","Crime"
"tt0203259-3","Mystery"
"tt0203259-4","Crime"
"tt0203259-4","Mystery"
"tt0203259-5","Crime"
"tt0203259-5","Mystery"
"tt0203259-6","Crime"
"tt0203259-6","Mystery"
"tt0203259-7","Crime"
"tt0203259-7","Mystery"
"tt0203259-8","Crime"
"tt0203259-8","Mystery"
"tt0203259-9","Crime"
"tt0203259-9","Mystery"
"tt0203259-10","Crime"
"tt0203259-10","Mystery"
"tt0203259-11","Crime"
"tt0203259-11","Mystery"
"tt0203259-12","Crime"
"tt0203259-12","Mystery"
"tt0203259-13","Crime"
"tt0203259-13","Mystery"
"tt0203259-14","Crime"
"tt0203259-14","Mystery"
"tt0203259-15","Crime"
"tt0203259-15","Mystery"
"tt0203259-16","Crime"
"tt0203259-16","Mystery"
"tt0203259-17","Crime"
"tt0203259-17","Mystery"
"tt0203259-18","Crime"
"tt0203259-18","Mystery"
"tt0203259-19","Crime"
"tt0203259-19","Mystery"
"tt0203259-20","Crime"
"tt0203259-20","Mystery"
"tt0844653-1","Action"
"tt0844653-1","Adventure"
"tt0844653-2","Action"
"tt0844653-2","Adventure"
"tt2402137-1","Action"
"tt2402137-1","Crime"
"tt2402137-2","Action"
"tt2402137-2","Crime"
"tt4532368-1","Action"
"tt4532368-1","Adventure"
"tt4532368-2","Action"
"tt4532368-2","Adventure"
"tt4532368-3","Action"
"tt4532368-3","Adventure"
"tt5114356-1","Action"
"tt5114356-1","Sci-Fi"
"tt5114356-2","Action"
"tt5114356-2","Sci-Fi"
"tt1349600-2","Comedy"
"tt1349600-2","Crime"
"tt5164196-1","Action"
"tt5164196-1","Crime"
"tt5164196-2","Action"
"tt5164196-2","Crime"
"tt5164196-3","Action"
"tt5164196-3","Crime"
"tt1235099-1","Crime"
"tt1235099-1","Mystery"
"tt1235099-2","Crime"
"tt1235099-2","Mystery"
"tt1235099-3","Crime"
"tt1235099-3","Mystery"
"tt0874936-1","Crime"
"tt0874936-1","Mystery"
"tt0874936-2","Crime"
"tt0874936-2","Mystery"
"tt6088922-1","Comedy"
"tt0787490-1","Crime"
"tt0787490-1","Mystery"
"tt4422836-1","Comedy"
"tt4422836-1","Crime"
"tt1178522-1","Mystery"
"tt1178522-1","Romance"
"tt2794380-1","Comedy"
"tt2794380-1","Family"
"tt0106057-1","Adventure"
"tt0106057-1","Comedy"
"tt0106057-2","Adventure"
"tt0106057-2","Comedy"
"tt0106057-3","Adventure"
"tt0106057-3","Comedy"
"tt0106057-4","Adventure"
"tt0106057-4","Comedy"
"tt4108134-1","Crime"
"tt4108134-1","Mystery"
"tt1836037-1","Action"
"tt1836037-1","Crime"
"tt1836037-2","Action"
"tt1836037-2","Crime"
"tt1836037-3","Action"
"tt1836037-3","Crime"
"tt1836037-4","Action"
"tt1836037-4","Crime"
"tt1836037-5","Action"
"tt1836037-5","Crime"
"tt1836037-6","Action"
"tt1836037-6","Crime"
"tt2581458-1","Comedy"
"tt2581458-1","Romance"
"tt2581458-2","Comedy"
"tt2581458-2","Romance"
"tt0411008-1","Adventure"
"tt0411008-1","Fantasy"
"tt0411008-2","Adventure"
"tt0411008-2","Fantasy"
"tt0411008-3","Adventure"
"tt0411008-3","Fantasy"
"tt0411008-4","Adventure"
"tt0411008-4","Fantasy"
"tt0411008-5","Adventure"
"tt0411008-5","Fantasy"
"tt0411008-6","Adventure"
"tt0411008-6","Fantasy"
"tt5232792-1","Adventure"
"tt5232792-1","Family"
"tt1150692-1","Fantasy"
"tt1150692-1","Sci-Fi"
"tt1492966-1","Comedy"
"tt1492966-2","Comedy"
"tt1492966-3","Comedy"
"tt1492966-4","Comedy"
"tt1492966-5","Comedy"
"tt4061080-1","Comedy"
"tt4061080-1","Romance"
"tt4061080-2","Comedy"
"tt4061080-2","Romance"
"tt4061080-3","Comedy"
"tt4061080-3","Romance"
"tt0117248-1","Comedy"
"tt2314792-1","Crime"
"tt4052886-1","Crime"
"tt4052886-1","Fantasy"
"tt4052886-2","Crime"
"tt4052886-2","Fantasy"
"tt4052886-3","Crime"
"tt4052886-3","Fantasy"
"tt1578887-1","Sport"
"tt8045690-1","Biography"
"tt8045690-1","Music"
"tt3322314-1","Action"
"tt3322314-1","Crime"
"tt3322314-2","Action"
"tt3322314-2","Crime"
"tt0160904-1","Thriller"
"tt0160904-2","Thriller"
"tt0160904-3","Thriller"
"tt0160904-4","Thriller"
"tt0160904-5","Thriller"
"tt0160904-6","Thriller"
"tt0160904-7","Thriller"
"tt0160904-8","Thriller"
"tt0160904-9","Thriller"
"tt0160904-10","Thriller"
"tt1399045-1","Action"
"tt1399045-1","Adventure"
"tt1399045-2","Action"
"tt1399045-2","Adventure"
"tt2805574-1","Comedy"
"tt2805574-1","Crime"
"tt1832045-1","Crime"
"tt1832045-2","Crime"
"tt1936532-1","Crime"
"tt1936532-1","Mystery"
"tt1936532-2","Crime"
"tt1936532-2","Mystery"
"tt1936532-3","Crime"
"tt1936532-3","Mystery"
"tt1936532-4","Crime"
"tt1936532-4","Mystery"
"tt1936532-5","Crime"
"tt1936532-5","Mystery"
"tt1936532-6","Crime"
"tt1936532-6","Mystery"
"tt3231564-1","History"
"tt3231564-1","War"
"tt3231564-2","History"
"tt3231564-2","War"
"tt5618256-1","Crime"
"tt5580146-1","Comedy"
"tt5580146-1","Sci-Fi"
"tt8421350-1","Mystery"
"tt2189461-1","Adventure"
"tt2189461-1","History"
"tt2189461-2","Adventure"
"tt2189461-2","History"
"tt4939064-1","Adventure"
"tt4939064-1","Sci-Fi"
"tt0066684-30","Romance"
"tt0066684-37","Romance"
"tt0772139-1","Sci-Fi"
"tt2137109-1","Romance"
"tt2137109-2","Romance"
"tt2137109-3","Romance"
"tt2137109-4","Romance"
"tt0090481-7","Crime"
"tt0090481-7","Mystery"
"tt5715524-1","Crime"
"tt5715524-1","Thriller"
"tt0412175-1","Crime"
"tt0412175-1","Fantasy"
"tt0412175-2","Crime"
"tt0412175-2","Fantasy"
"tt0412175-3","Crime"
"tt0412175-3","Fantasy"
"tt0412175-4","Crime"
"tt0412175-4","Fantasy"
"tt0412175-5","Crime"
"tt0412175-5","Fantasy"
"tt0412175-6","Crime"
"tt0412175-6","Fantasy"
"tt0412175-7","Crime"
"tt0412175-7","Fantasy"
"tt1942919-1","Comedy"
"tt1942919-1","Romance"
"tt0805664-1","Comedy"
"tt0805664-1","Romance"
"tt4597870-1","History"
"tt1199099-1","Adventure"
"tt1199099-1","Fantasy"
"tt1199099-2","Adventure"
"tt1199099-2","Fantasy"
"tt1199099-3","Adventure"
"tt1199099-3","Fantasy"
"tt1199099-4","Adventure"
"tt1199099-4","Fantasy"
"tt1199099-5","Adventure"
"tt1199099-5","Fantasy"
"tt5464086-1","Fantasy"
